test,nthreads,serial,parallel,speedup,total_serial,total_parallel,total_speedup
5,64,6.522531,0.122459,53.26297781298231,6.640217065811157,0.4104728698730469,16.176993787347936
5,64,6.110487,0.114658,53.29315878525703,6.227399110794067,0.38030552864074707,16.3747267441824
5,64,6.108811,0.114572,53.31853332402333,6.226421356201172,0.38112497329711914,16.336954522649844
5,64,6.11195,0.114551,53.355710556869866,6.228546857833862,0.3749198913574219,16.61300720877466
5,64,6.093749,0.11384,53.52906711173577,6.211118221282959,0.3795645236968994,16.363800707156805
5,64,6.365565,0.11651,54.63535318856751,6.483741521835327,0.37203001976013184,17.428006282976174
5,64,6.429805,0.117573,54.687768450239425,6.55173397064209,0.37778663635253906,17.342418551110978
5,64,6.315649,0.114949,54.943053006115754,6.430786371231079,0.36972689628601074,17.393342047413277
5,64,6.387448,0.115952,55.08700151786946,6.503994941711426,0.36685609817504883,17.729008660523842
5,64,6.434571,0.11461,56.14318994852107,6.562451362609863,0.36570191383361816,17.94481000609571
5,64,6.917628,0.115612,59.83486143306923,7.042303800582886,0.3813302516937256,18.46772913846625
5,64,8.58214,0.114462,74.97807132498123,8.699465990066528,0.3751370906829834,23.19009824975738
1,128,0.202332,0.004617,43.82326185834958,0.2075824737548828,0.06801962852478027,3.051802520198391
1,128,0.200868,0.003988,50.36810431293881,0.2061011791229248,0.06762385368347168,3.047758562941809
1,128,0.198566,0.003925,50.59006369426752,0.20380258560180664,0.06637144088745117,3.070636750939357
1,128,0.198306,0.003897,50.88683602771363,0.20352935791015625,0.06653547286987305,3.0589601175332355
1,128,0.193439,0.003733,51.818644521832304,0.19863224029541016,0.06261134147644043,3.172464215131887
1,128,0.202034,0.003893,51.89673773439506,0.20761847496032715,0.06614327430725098,3.13892042894476
1,128,0.217975,0.004194,51.97305674773486,0.22314691543579102,0.057045698165893555,3.9117220510977275
1,128,0.193331,0.003702,52.22339276066991,0.19832158088684082,0.06331777572631836,3.132162787019814
1,128,0.211215,0.004035,52.34572490706319,0.21596312522888184,0.057236671447753906,3.7731601046370193
1,128,0.199255,0.003797,52.47695549117724,0.20447897911071777,0.06601214408874512,3.097596388261851
1,128,0.197902,0.003768,52.52176220806794,0.20283079147338867,0.06762290000915527,2.999439412476069
1,128,0.198065,0.00377,52.53713527851459,0.2029893398284912,0.06822776794433594,2.975171926979956
1,128,0.196652,0.003735,52.651137884872824,0.2020266056060791,0.055765628814697266,3.6227800152203096
1,128,0.207678,0.003937,52.750317500635,0.21241474151611328,0.058086395263671875,3.656875944046759
1,128,0.194511,0.003682,52.82753938077132,0.19926738739013672,0.06360769271850586,3.1327561003036095
1,128,0.194677,0.003685,52.829579375848034,0.19989275932312012,0.054694175720214844,3.6547357500305138
1,128,0.19531,0.003675,53.145578231292525,0.20070433616638184,0.06361532211303711,3.1549684808598992
1,128,0.198614,0.003735,53.1764390896921,0.2039041519165039,0.06545472145080566,3.1151939447141914
1,128,0.198829,0.003737,53.20551244313621,0.20405030250549316,0.05735135078430176,3.5578988064801766
1,128,0.195642,0.003672,53.279411764705884,0.20086956024169922,0.0626676082611084,3.2053171616948264
1,128,0.19838,0.003714,53.41410877759828,0.2030031681060791,0.05604672431945801,3.6220344823185595
1,128,0.199888,0.003739,53.46028349826157,0.20490384101867676,0.05655694007873535,3.6229654704342438
1,128,0.200193,0.003735,53.5991967871486,0.20502400398254395,0.056656837463378906,3.618698345368547
1,128,0.200485,0.003735,53.67737617135207,0.20528316497802734,0.055800676345825195,3.678865175500438
1,128,0.1985,0.003695,53.72124492557511,0.20376181602478027,0.06740784645080566,3.0228204393606597
1,128,0.197951,0.003683,53.74721694270974,0.20324993133544922,0.05539345741271973,3.6692046466985455
1,128,0.197795,0.003675,53.821768707482995,0.2027730941772461,0.0651400089263916,3.1128809700714086
1,128,0.198738,0.003686,53.91698317959848,0.20368695259094238,0.06637406349182129,3.0687732809373798
1,128,0.19819,0.003675,53.929251700680275,0.2030622959136963,0.06736993789672852,3.0141380896768943
1,128,0.198374,0.003676,53.964635473340586,0.2034904956817627,0.06680655479431152,3.045966017979565
1,128,0.198441,0.003676,53.982861806311206,0.20339369773864746,0.06577229499816895,3.0923916786590735
1,128,0.199082,0.003685,54.024966078697425,0.2041478157043457,0.06631803512573242,3.078315202151295
1,128,0.199104,0.003685,54.03093622795116,0.20404767990112305,0.06517457962036133,3.130786283389791
1,128,0.197289,0.003651,54.03697617091208,0.20216727256774902,0.06815147399902344,2.9664402059835995
1,128,0.221475,0.004097,54.057847205272154,0.2275381088256836,0.07142424583435059,3.185726445798214
1,128,0.199246,0.003684,54.084147665580886,0.20458078384399414,0.0667111873626709,3.0666638075530632
1,128,0.197856,0.00365,54.20712328767123,0.20306611061096191,0.06264925003051758,3.241317501997945
